عين بويحيى;44
عين الدفلى;44
عين لشياخ;44
عين بنيان;44
عريب;44
عين سلطان;44
عين تركي;44
بن علال;44
بربوش;44
برج الأمير خالد;44
بومدفع;44
بلعاص;44
بئر أولاد خليفة;44
بوراشد;44
بطحية;44
جليدة;44
جندل;44
جمعة ولاد الشيخ;44
العبادية;44
حسينية;44
الماين;44
العامرة;44
العطاف;44
الحسنية;44
حمام ريغة;44
خميس مليانة;44
المخاطرية;44
مليانة;44
واد الشرفاء;44
وادي الجمعة;44
الروينة;44
سيدي الأخضر;44
تيبركانين;44
طارق بن زياد;44
تاشتة زقاغة;16
زدين;16
عين البنيان;16
الجزائر الوسطى;16
بلدية عين طاية;16
بلدية بن عكنون;16
بلدية برج البحري;16
بئر خادم;16
باب الزوار;16
بلدية بابا حسن;16
بولوغين;16
بلدية باش جراح;16
برج الكيفان;16
بير مراد رايس;16
باب الوادي;16
براقي;16
بني مسوس;16
بلدية بئر توتة;16
بلدية بوروبة;16
بوزريعة;16
قصبة ;16
بلدية الشراقة;16
الدار البيضاء;16
بلدية دالي إبراهيم;16
جسر قسنطينة ;16
بلدية دويرة;16
درارية;16
بلدية العاشور;16
الأبيار;16
المدنية;16
بلدية المقارية;16
الحراش;16
بلدية المرادية;16
الحمامات;16
هراوة;16
الداي حسين;16
حيدرة;16
بلدية خرايسية;16
القبة;16
الكاليتوس;16
بلوزداد;16
المحالمة;16
المحمدية;16
بلدية المرسى;16
بلدية أولاد شبل;16
أولاد فايت;16
بلدية واد قريش;16
بلدية وادي السمار;16
بلدية الرحمانية;16
بلدية الرغاية;16
رايس حميدو بن علي;16
الرويبة;16
بلدية السحاولة;16
سيدي امحمد;16
سيدي موسى;16
السويدانية;16
سطاوالي;16
بلدية تسالة المرجة;16
زرالدة;16
عين الباردة;23
عنابة;23
دائرة برحال;23
الشرفة;23
شطايبي;23
البوني;23
العلمة;23
الحجار;23
وادي العنب;23
سيدي عمار;23
سرايدي;23
تريعات;23
أدرار;1
أوقروت;1
أقبلي;1
أولف;1
برج باجي مختار;1
يودة;1
شروين;1
دلدول;1
فنوغيل;1
إن زغمير;1
قصر قدور;1
المطارفة ;1
أولاد عيسى;1
أولاد السعيد ;1
أولاد أحمد تيمي;1
رقان;1
سالي;1
السبع;1
تيمقتن;1
تامست;1
تيمياوين;1
تنيركوك;1
طالمين;1
تيميمون;1
تامنطيت;1
تسابيت;1
تيت;1
زاوية كنتة;1
عين الاربعاء;46
عين الطلبة;46
آغلال;46
عين الكيحل;46
عقب الليل;46
عين تموشنت;46
بني صاف;46
بوزجار;46
شعبة اللحم;46
شنتوف;46
العامرية;46
عبد القادر الجزائري;46
المالح;46
امسعيد;46
الحساسنة;46
حمام بوحجر;46
حاسى الغلة;46
وادي برقش;46
ولهاصة;46
اولاد بوجمعة;46
اولاد الكيحل;46
وادي الصباح;46
سيدي بن عدة;46
شعيب أبو مدين;46
سيدي أورياش;46
سيدي الصافي;46
تامزوغة;46
تارقة;46
عين تاغروت;34
بلدية عين تسرة;34
برج بوعريريج;34
بن داود;34
بليمور;34
برج الغدير;34
بئر قصد علي;34
برج زمورة;34
القلة;34
الجعافرة;34
العش;34
الحمادية;34
المهير;34
الماين;34
اليشير;34
بلدية العناصر;34
غيلاسة;34
حسناوة;34
حرازة;34
خلـيل;34
القصور;34
المنصورة;34
مجانة;34
أولاد براهم;34
أولاد دحمان;34
أولاد سيدي إبراهيم;34
الرابطة;34
رأس الواد;34
سيدي امبارك;34
تاسمرت;34
تفرق;34
تقلعيت;34
تكستار;34
ثنية النصر;34
العبادلة;8
بني عباس;8
بشار;8
بني يخلف;8
بوكايس;8
بني ونيف;8
عرق فراج;8
الواتة;8
إقلي;8
القنادسة;8
القصابي;8
كرزاز;8
لحمر;8
مريجة;8
مشرع هواري بومدين;8
موغل;8
أولاد خضير;8
تاغيث;8
تبلبالة;8
تيمودي;8
تامترت;8
أقبو;6
آدكار;6
أكفادو;6
أمالو;6
أوقاس;6
آيت أرزين;6
آيت سماعيل;6
أميزور;6
برباشة;6
بني جليل;6
بني معوش;6
بوحمزة;6
بجاية;6
بنى كسيلة;6
بوجليل;6
بني مليكش;6
بوخليفة;6
شلاطة;6
شميني;6
درقينة;6
ذراع القايد;6
لفلاي;6
القصر;6
فرعون;6
فناية الماثن;6
إغيل علي;6
آغرام;6
كنديرة;6
خراطة;6
ملبو;6
مسيسنة;6
وادي غير;6
أوزلاقن;6
سيدي عيش;6
سيدي عياد;6
صدوق;6
سمعون;6
سوق أوفلة;6
سوق الإثنين;6
تمقرة;6
طيبان;6
تيشي;6
تينبذار;6
تيفرة;6
تالة حمزة;6
تاوريرت آغيل;6
تامريجت;6
تاسكريوت;6
تيمزريت;6
تيزي أنبربار;6
توجة;6
تازمالت;6
عين الرمانة;9
بوعرفة ;9
بن خليل;9
بوفاريك;9
بوقرة;9
البليدة;9
بني مراد;9
بوينان;9
بني تامو;9
الشبلي;9
الشفة;9
الشريعة;9
الجبابرة;9
العفرون;9
قرواو;9
حمام ملوان;9
الأربعاء;9
مفتاح;9
موزاية;9
وادي العلايق;9
واد جر;9
أولاد السلامة;9
أولاد يعيش;9
صوحان;9
الصومعة;9
اعفير;35
أمال;35
بني عمران;35
بودواو البحرى;35
بن شود;35
بودواو;35
بغلية;35
قدارة;35
برج منايل;35
بومرداس;35
شعبة العامر;35
فيا دل كورسو;35
دلس;35
جنات ;35
خروبة بودواو;35
حمادي;35
يسر;35
خميس الخشنة;35
لربطشي;35
لقاطة;35
الناصرية;35
أولا عيسى;35
أولاد هداج;35
أولاد موس;35
سيدي داود;35
سوق الحد;35
سي مصطفى;35
تاورقة;35
الثنية;35
تجلبين;35
تيمزريت;35
زموري;35
عين الناقة;7
عين زعطوط;7
برج بن عزوز;7
البسباس;7
بسكرة;7
بوشقرون;7
البرانيس;7
شتمة;7
الشعيبة;7
الدوسن;7
جمورة;7
الحوش;7
الفيض;7
الغروس;7
الحاجب;7
القنطرة;7
المزيرعة;7
لوطاية;7
فوغالة;7
خنقة سيدي ناجي;7
ليشانة;7
لواء;7
مشونش;7
مخادمة;7
مليلي;7
أولاد جلال;7
أوماش;7
أورلال;7
راس الميعاد;7
سيدي خالد;7
سيدي عقبة;7
طولقة;7
زريبة الوادي;7
عزيل عبد القادر;5
عين جاسر;5
آريس;5
عين التوتة;5
عين ياقوت;5
بني فضالة الحقانية;5
بومقر;5
بايتام  (لغات أخرى);5
بولهيلات;5
بومية;5
بريكة;5
باتنة;5
بوزينة;5
الشمرة;5
شير;5
جرمة;5
أحمد باشا الجزار;5
الحاسي;5
المعذر;5
فسديس;5
فم الطوب;5
غسيرة;5
القصبات;5
القيقبة;5
حيدوسة;5
إشمول;5
إينوغيسن;5
قصر بلزمة;5
كيمل;5
لمسان;5
الأربعاء;5
لازرو;5
معافة;5
أمدوكال;5
منعة;5
مروانة;5
نقاوس;5
أولاد عمار;5
وادي الشعبة;5
عيون العصافير;5
أولاد فاضل;5
أولاد سلام;5
وادي الماء;5
أولاد عوف;5
أولاد سي سليمان;5
وادي الطاقة;5
رأس العيون;5
الرحبات;5
سفيان;5
سقانة;5
سريانة;5
ثنية العابد;5
تيغرغار;5
تكوت;5
تالخمت;5
تيمقاد;5
تيغانمين;5
تيلاطو;5
تاكسلانت;5
تازولت;5
زانة البيضاء;5
عين بسام;10
الحانيف;10
أغبالو;10
عين الحجر;10
أهل القصر;10
عين العلوي;10
آث منصور;10
عمر;10
عين ترك;10
آيث العزيز;10
بودربالة;10
بشلول;10
بئر غبالو;10
بوكرام;10
برج أوخريص;10
البويرة;10
الشرفة;10
الدشمية;10
ديرة;10
الجباحية;10
الحاكمية;10
الهاشمية;10
العجيبية;10
الخبوزية;10
المقراني;10
الشلف;10
قرومة;10
حيزر;10
الحجرة الزرقاء;10
قادرية;10
الأخضرية;10
مشدا الله;10
مسدور;10
معالة;10
المعمورة;10
وادي البردي;10
أولاد راشد;10
الروراوة;10
ريدان;10
الصھاريج;10
سور الغزلان;10
سوق الخميس;10
تاقديت;10
تاغزوت;10
الزبربر;10
أبو الحسن;2
عين مران;2
بريرة;2
بني بوعتاب;2
بني حواء;2
بوقادير;2
بنايرية;2
بني راشد;2
بوزغاية;2
الشلف;2
الشطية;2
الظهرة;2
الحجاج;2
الكريمية;2
المرسى;2
حرشون;2
الهرانفة;2
الأبيض مجاجة;2
مصدق;2
أولاد عباس;2
أولاد بن عبد القادر;2
أم الذروع;2
وادي الفضة;2
وادي قوسين;2
أولاد فارس;2
وادي سلي;2
سنجاس;2
سيدي عكاشة;2
صبحة;2
سيدي عبد الرحمان;2
تاوقريت;2
تاجنة;2
تلعصة;2
تنس;2
الزبوجة;2
عين عبيد;25
عين سمارة;25
ابن باديس;25
بني حميدان;25
بلدية مسعود بوجريو;25
قسنطينة;25
ديدوش مراد;25
الخروب;25
دائرة حامة بوزيان;25
بلدية ابن زياد;25
أولاد رحمون;25
زيغود يوسف;25
عين الشهداء;17
عين أفقه;17
عين الابل;17
عين معبد;17
عين وسارة;17
عمورة;17
بنهار;17
البيرين;17
بويرة الأحداب;17
بن يعقوب;17
الشارف;17
دار الشيوخ;17
دلدول;17
الجلفة;17
الدويس;17
القديد;17
الإدريسية;17
الخميس;17
فيض البطمة;17
القرنيني;17
قطارة;17
حاسي بحبح;17
حاسي العش;17
حاسي فدول;17
حد الصحاري;17
مسعد;17
المليحية;17
مجبارة;17
أم العظام;17
سيدي بايزيد;17
سلمانة;17
دائرة سيدي لعجال;17
سد رحال;17
تعضميت;17
زكار;17
الزعفران;17
عين العراك;32
أربوات;32
بوقطب;32
بوعلام;32
بريزينة;32
بوسمغون;32
شقيق;32
الشلالة;32
الخيثر;32
المحرة;32
البنود;32
الأبيض سيدي الشيخ;32
البيّض;32
الغاسول;32
كاف لحمر;32
كراكدة;32
الرقاصة;32
دائرة سيدي عامر;32
ستيتن;32
سيدي سليمان;32
سيدي طيفور;32
توسمولين;32
البياضة;39
بن قشة;39
الدبيلة;39
جامعة;39
دوار الماء;39
العقلة;39
المغير;39
الوادي;39
قمار;39
بلدية حساني عبد الكريم;39
حاسي خليفة;39
الحمراية;39
كوينين;39
المقرن;39
أميه ونسة;39
مرارة;39
النخلة;39
وادي العلندة;39
أم الطيور;39
ورماس;39
الرقيبة;39
الرباح;39
سيدي عون;39
سيدي خليل;39
سيدي عمران;39
اسطيل;39
تغزوت;39
تندلة;39
طالب العربي;39
الطريفاوي;39
عين العسل;36
عين الكرمة;36
عصفور;36
بوقوس;36
بوحجار;36
العربي بن مهيدي;36
بريحان;36
البسباس;36
بوثلجة;36
الشافية;36
الشيحاني;36
شبيطة مختار;36
الذرعان;36
العيون;36
الشط;36
القالة;36
الطارف;36
حمام بني صالح;36
بحيرة الطيور;36
واد الزيتون;36
رمل السوق;36
السوارخ;36
زريزر;36
الزيتونة;36
عين بن بيضاء;24
عين حساينية;24
عين العربي;24
عين مخلوف;24
عين رقادة;24
عين صندل;24
بومهرة أحمد;24
بوحشانة;24
بن جراح;24
بلخير;24
بلدية بوحمدان;24
بوعاطي محمود;24
بوشقوف;24
برج صباط;24
بني مزلين;24
الدهوارة;24
جبالة لخميسي;24
الفجوج;24
قالمة;24
حمام دباغ;24
هيليوبوليس;24
حمام النبايل;24
قلعة بوصبع;24
لخزارة;24
مجاز عمار;24
مجاز الصفاء;24
نشامية;24
وادي الشحم;24
وادي فراغة;24
وادي الزناتي;24
راس العقبة;24
بلدية الركنية;24
سلاوة عنونة;24
تاملوكة;24
بريان;47
بنورة;47
ضاية بن ضحوة;47
العطف;47
القرارة;47
المنيعة;47
غرداية;47
حاسي الفحل;47
حاسي القارة;47
منصورة;47
متليلي;47
سبسب;47
زلفانة;47
برج الحواس;33
برج عمر ادريس;33
دبداب;33
جانت;33
إن أميناس;33
إليزي;33
بوراوي بلهادف;18
أولاد عسكر;18
برج الطهر;18
بودريعة بن ياجيس;18
الشقفة;18
بلدية الشحنة;18
الجمعة بني حبيبي;18
جميلة;18
العوانة;18
عبد القادر الجزائري;18
القنار;18
الميلية;18
العنصر;18
الرقان;18
غبالة;18
جيجل;18
خيري وادي العجول;18
قاوس;18
أولاد رابح;18
وجانة;18
أولاد يحيى خدروش;18
سيدي عبد العزيز;18
سلمى بن زيادة;18
السطارة;18
سيدي معروف;18
الطاهير;18
تاكسنة;18
زيامة منصورية;18
عين الطويلة;40
بابار;40
بغاي;40
بوحمامة;40
ششار;40
شلية;40
جلال;40
معتمدية الحامة;40
المحمل;40
أنسيغة;40
الولجة;40
قايس;40
خنشلة;40
خيران;40
أمصارة;40
متوسة;40
أولاد رشاش;40
الرميلة;40
تاوزينت;40
طامزة;40
يابوس;40
آفلو;3
عين ماضي;3
عين سيدي علي;3
بن ناصر بن شهرة;3
بريدة;3
العسافية;3
البيضاء;3
الغيشة;3
الحوايطة;3
الخنق;3
قلتة سيدي سعد;3
حاسي دلاعة;3
الحاج المشري;3
حاسي الرمل;3
قصر الحيران;3
الأغواط;3
وادي مرة;3
وادي مزي;3
سيدي بوزيد;3
سبقاق;3
سيدي مخلوف;3
تاويالة;3
تاجموت;3
تاجرونة;3
عين فارس;29
عين فكان;29
العلايمية;29
عوف;29
عين فراح;29
عين فارس;29
البنيان;29
بوهني;29
بوحنيفية;29
الشرفة;29
البرج;29
القعدة;29
القيطنة;29
الهاشم;29
القرط;29
المامونية;29
المنور;29
الغمري;29
مطمور;29
فراقيق;29
فروحة;29
غروس;29
غريس;29
قرجوم;29
حسين;29
خلوية;29
ماوسة;29
المسكرة;29
مقطع دوز;29
محاميد;29
مخدة;29
المحمدية;29
نسموط;29
وادي الأبطال;29
عكاز;29
وادي تاغية;29
راس عين عميروش;29
سيدي بوسعيد;29
سيدي عبد الجبار;29
السحايلية;29
سيق;29
سجرارة;29
سيدي قادة;29
سيدي عبد المؤمن;29
تغنيف;29
تيزي;29
زهانة;29
عين بوسيف;26
العزيزية;26
عين القصير;26
العيساوية;26
عزيز;26
بعطة;26
بئر بن عابد;26
بن شكاو;26
البرواقية;26
بوغار;26
بو شراحيل;26
بوسكن;26
بوعيشون;26
بني سليمان;26
بوعيش;26
بوغزول;26
الشهبونية;26
شنيقل;26
شلالة العذاورة;26
دمياط;26
فج الحوضين;26
دراق;26
جواب;26
ذراع السمار;26
القلب الكبير;26
الحمدانية;26
الكاف الأخضر;26
العمرية;26
العوينات;26
حناشة;26
قصر البخاري;26
خمس جوامع;26
ميديا;26
المفاتحة;26
ميهوب;26
مجبر;26
مغراوة;26
مزغنة;26
أولاد عنتر;26
أولاد إبراهيم;26
أولاد بوعشرة;26
أولاد دايد;26
أم الجليل;26
وادي حربيل;26
أولاد هلال;26
أولاد معرف;26
وامري;26
وزرة;26
الربعية;26
سانق;26
سيدي دامد;26
سغوان;26
سيدي زهار;26
سي المحجوب;26
سيدي نعمان;26
السواقي;26
سيدي الربيع;26
سدراية;26
سيدي زيان;26
تابلاط;26
ثلاثة الدوائر;26
تافراوت;26
تمزقيدة;26
الزبيرية;26
عين بودينار;27
عشعاشة;27
عين النويصي;27
عين سيدي شريف;27
عين تادلس;27
بوقيرات;27
بن عبد المالك رمضان;27
فرناكة;27
حجاج;27
الحسيان عين النويصي;27
حاسي مماش;27
خضرة;27
خير الدين;27
منصورة;27
مستغانم;27
ماسرة;27
مزغران;27
نقمارية;27
أولاد بوغالم;27
واد الخير;27
أولاد مع الله;27
سيدي علي;27
سيدي بلعطار;27
صفصاف;27
سيرات;27
سيدي الأخضر;27
السوافلية;27
تذوق;27
ستيدية;27
صيادة;27
تازقايت;27
الطواهرية;27
عميرة الرأس;43
عين البيضاء حريش;43
عين الملوك;43
أحمد راشدي;43
عين التين;43
بن يحيى عبد الرحمان;43
بوحاتم;43
الشيقارة;43
شلغوم العيد;43
دراحي بوصلاح;43
العياضي برباس;43
المشيرة;43
فرجيوة;43
القرارم قوقة;43
حمالة;43
ميلة;43
مينار زرزة;43
وادي العثمانية;43
وادي النجاء;43
أولاد خلوف;43
وادي سقان;43
الرواشد;43
سيدي خليفة;43
سيدي مروان;43
تاجنانت;43
ترعي باينان;43
التلاغمة;43
تسدان حدادة;43
تبرقنت;43
تسالة لمطاعي;43
يحيى بن قشة;43
زغاية;43
عين فارس;28
عين الحجل;28
عين خضرة;28
عين الملح;28
عين الريش;28
بلعايبة;28
بوسعادة;28
بير الفضة;28
بني يلمان;28
برهوم;28
بن سرور;28
بوطي السايح;28
بن زوح;28
شلال;28
الدهاهنة;28
جبل مسعد;28
الحوامد;28
الهامل;28
حمام الضلعة;28
خبانة;28
خطوطي سد الجير;29
المعاريف;28
محمد بوضياف;28
مسيف;28
المعاضيد;28
مجدل;28
مقرة;28
أولاد عطية;28
المسيلة;28
المطارفة;28
أولاد عدي القبالة;28
أولاد سيدي إبراهيم;28
أولاد ماضي;28
أولاد دراج;28
أولاد منصور;28
ونوغة;28
أولاد سليمان;28
أولتام;28
دائرة سيدي عامر;28
سيدي عيسى;28
سيدي هجرس;28
سليم;28
سيدي امحمد;28
الصوامع;28
تارمونت;28
تامسة;28
الزرزور;28
عين بن خليل;45
عسلة;45
عين الصفراء;45
جنين بورزق;45
البيوض;45
القصدير;45
مكمن بن عمار;45
المشرية;45
مغرار;45
النعامة;45
صفيصيفة;45
تيوت;45
عين البيضاء;4
عين بابوش;4
عين الديس;4
عين فكرون;4
عين الكرشة;4
عين مليلة;4
عين الزيتون;4
بئر الشهداء;4
بحير شرقي;4
البلالة;4
بريش;4
العامرية;4
الضلعة;4
الفجوج بوغرارة سعودي;4
الحرميلية;4
الجازية;4
الراحية;4
فكرينة;4
هنشير تومغني;4
قصر صباحي;4
مسكيانة;4
أم البواقي;4
أولاد قاسم;4
أولاد حملة;4
وادي نيني;4
أولاد زواي;4
سيقوس;4
سوق نعمان;4
الزرق;4
عين البيضاء;30
بلدة عمر;30
بن ناصر;30
العالية;30
البرمة;30
الحجيرة;30
حاسي بن عبد الله;30
حاسي مسعود;30
مقارين;30
المنقر;30
النزلة;30
النقوسة;30
ورقلة;30
الرويسات;30
سيدي خويلد;30
سيدي سليمان;30
الطيبات;30
تبسبست;30
تماسين;30
تقرت;30
الزاوية العابدية;30
عين البية;31
عين الكرمة;31
أرزيو;31
عين الترك;31
بئر الجير;31
بطيوة;31
بن فريحة;31
بوتليليس;31
بوفاطيس;31
بوسفر;31
العنصر;31
البرية;31
الكرمة;31
السانية;31
قديل;31
حاسي بونيف;31
حاسي مفسوخ;31
حاسي بن عقبة;31
مرسى الحجاج;31
مسرغين;31
المرسى الكبير;31
وهران;31
وادي تليلات;31
سيدي بن يبقى;31
سيدي الشحمي;31
طفراوي;31
عمي موسى;48
عين الرحمة;48
عين طارق;48
بلعسل;48
بني درقن;48
بن داود;48
بني زنطيس;48
دار بن عبد الله;48
جديوية;48
الحمادنة;48
القطار;48
المطمر;48
الولجة;48
الحاسي;48
حمري;48
حد الشكالة;48
القلعة;48
لحلاف;48
مازونة;48
مديونة;48
تل الربع;48
المرجة;48
واد الجمعة;48
واد السلام;48
وادي ارهيو;48
اولاد سيد الميهوب;48
واريزان;48
اولاد يعيش;48
الرمكة;48
غليزان;48
سيدي امحمد بن علي;48
سوق الحد;48
سيدي خطاب;48
سيدي لزرق;48
سيدي امحمد بن عودة;48
سيدي سعادة;48
يلل;48
زمورة;48
عين سلطان;41
عين زانة;41
بئر بوحوش;41
الدريعة;41
الحدادة;41
الحنانشة;41
الخضارة;41
خميسة;41
المشروحة;41
مداوروش;41
المراهنة;41
أم العظائم;41
أولاد إدريس;41
وادي الكبريت;41
أولاد مؤمن;41
ويلان;41
الراقوبة;41
سوق أهراس;41
سدراتة;41
سيدي فرج;41
سافل الويدان;41
تاورة;41
ترقالت;41
تيفاش;41
الزعرورية;41
الزوابي;41
عين أدان;22
عين البرد;22
عين الثريد;22
عين قادة;22
أمرناس;22
عين تندامين;22
عبد الحميد بن باديس;22
بن عشيبة شلية;22
بوجبع البرج;22
بئر الحمام;22
بلعربي;22
بدر الدين المقراني;22
بوخنيفيس;22
شيطوان بليلة;22
الضاية;22
الحصيبة;22
حاسي دحو;22
حاسي زهانة;22
لمطار;22
مصطفى بن براهيم;22
مسيد;22
مرحوم;22
مقدرة;22
مرين;22
مولاي سليسن;22
مزاورو;22
واد السبع;22
وادي سفيون;22
واد تاوريرة;22
رجم دموش;22
رأس الماء;22
سيدي علي بن يوب;22
سيدي بلعباس;22
سيدي شعيب;22
سيدي دحو الزائر ;22
سفيزف;22
سيدي حمادوش;22
سيدي علي بوسيدي;22
سيدي خالد;22
سيدي لحسن;22
سيدي ابراهيم;22
سهالة ثاورة;22
سيدي يعقوب;22
طابية;22
تفسور;22
تغاليمت;22
تلموني;22
تلاغ;22
تنيرة;22
تاودموت;22
تسالة;22
زروالة;22
عين الحجر;20
عين السخونة;20
عين سلطان;20
ذوي ثابت;20
الحساسنة;20
هونة;20
المعمورة;20
مولاي لعربي;20
أولاد إبراهيم;20
أولاد خالد;20
سيدي أحمد;20
سيدي بوبكر;20
سعيدة;20
سيدي اعمر;20
تيرسين;20
أيوب;20
عين أرنات;19
عين عباسة;19
عين لحجر;19
عين الكبيرة;19
عين لقراج;19
عموشة;19
آيت نوال مزادة;19
عين ولمان;19
عين روا;19
عين السبت;19
آيت تيزي;19
عين آزال;19
بئر العرش;19
بيضاء برج;19
بني شبانة;19
بوعنداس;19
بلاعة;19
بني فودة;19
بوقاعة;19
بئر حدادة;19
بوسلام;19
بني محلي;19
بني حسين;19
بني ورتيلان;19
بابور;19
بازر الصخرة;19
بوطالب;19
بني عزيز;19
دهامشة;19
جميلة;19
ذراع قبيلة;19
الولجة;19
أوريسيا;19
العلمة;19
بوطالب;19
قيجل;19
قنزات;19
القلتة الزرقاء;19
الحامة;19
حمام قرقور;19
حربيل;19
حمام السخنة;19
قصر الأبطال;19
معاوية;19
مزلوق;19
ماوكلان;19
أولاد عدوان;19
واد البارد;19
أولاد سي أحمد;19
أولاد صابر;19
أولاد تبان;19
رسفة;19
صالح باي;19
سطيف;19
سرج الغول;19
تاشودة;19
التلة;19
تالة ايفاسن;19
تيزي نبشار;19
طاية;19
عزابة;21
عين بوزيان;21
عين شرشار;21
عين قشرة;21
عين زويت;21
بن عزوز;21
بني بشير;21
بوشطاطة;21
بين الويدان;21
بكوش لخضر;21
بني ولبان;21
بني زيد;21
الشرايع;21
القل;21
جندل;21
الحدائق;21
أمجاز الدشيش;21
لغدير;21
المرسى;21
الحروش;21
السبت;21
فلفلة;21
حمادي كرومة;21
قنواع;21
الكركرة;21
خناق مايون;21
أولاد عطية;21
الوجلة بوالبلوط;21
أولاد أحبابة;21
أم الطوب;21
وادي الزهور;21
رمضان جمال;21
صالح بوالشعور;21
سكيكدة;21
سيدي مزغيش;21
تمالوس;21
زردازة;21
الزيتونة;21
عين الزرقاء;12
بئر العاتر;12
بئر الذهب;12
بجن;12
بكارية;12
بولحاف الدير;12
بئر مقدم;12
بوخضرة;12
الشريعة;12
العوينات;12
الحويجبات;12
الكويف;12
الماء الأبيض;12
العقلة;12
المريج;12
المزرعة;12
فركان;12
قريقر;12
الحمامات;12
مرسط;12
نقرين;12
أم علي;12
العقلة المالحة;12
الونزة;12
سطح قنطيس;12
صفصاف الوسرة;12
تبسة;12
ثليجان;12
عين فزة;13
عين غرابة;13
عين فتاح;13
عين الكبيرة;13
عمير;13
عين نحالة;13
عين تالوت;13
عين يوسف;13
العزايل;13
باب العسة;13
بني بوسعيد;13
بني بهدل;13
بن سكران;13
بوحلو;13
البويهي;13
بني صميل;13
بني مستار;13
بني ورسوس;13
بني راشد;13
بني سنوس;13
شتوان;13
جبالة;13
دار يغمراسن;13
العريشة;13
الفحول;13
القور;13
فلاوسن;13
الغزوات;13
حمام بوغرارة;13
الحناية;13
هنين;13
مرسى بن مهيدي;13
مسيردة الفواقة;13
مغنية;13
منصورة;13
ندرومة;13
الواد الأخضر;13
أولاد ميمون;13
أولاد رياح;13
الرمشي;13
سيدي العبدلي;13
صبرة;13
سبع شيوخ;13
سيدي الجيلالي;13
سبدو;13
السواحلية;13
سيدي مجاهد;13
السواني;13
سوق الثلاثاء;13
بني هديل;13
تيانت;13
تلمسان;13
زناتة;13
أبلسة;11
فقارة الزوى;11
أدلس;11
إن غار;11
عين امقل;11
عين صالح;11
عين قزام;11
تاظروك;11
تامنراست;11
تين زاوتين;11
أم العسل;37
تندوف;37
أيت قواشة;15
أيت بومهدي;15
أيت شفعة;15
أيت بوعدو;15
عين الحمام;15
أزفون;15
أقني قغران;15
أيت يحي;15
أيت خليلي;15
أقرو;15
أقبيل;15
أيت محمود;15
عين الزاوية;15
أيت أومالو;15
أغريب;15
أسي يوسف;15
أيت تودرت;15
أبي يوسف;15
أيت يحي موسى;15
عزازقة;15
بني عيسي;15
بني دوالة;15
بوغني;15
بوجيمة;15
بني زيكي;15
بونوح;15
بوزغن;15
بني يني;15
بني زمنزر;15
آيت عيسى ميمون;15
ذراع بن خدة;15
ذراع الميزان;15
فريحة;15
فريقات;15
إبودرارن;15
إجر;15
إفليسن;15
إيفيغاء;15
إليلتن;15
أمسوحال;15
إيفرحونن;15
إيلولة أمالو;15
إرجن;15
الأربعاء نايث إيراثن;15
المعاتقة;15
مشطراس;15
ماكودة;15
مزرانة;15
مكيرة;15
مقلع;15
واسيف;15
واضية;15
واقنون;15
سيدي نعمان;15
الصوامع;15
سوق الإثنين;15
تادمايت;15
تيزي غنيف;15
تيميزارت;15
تيزي نثلاثة;15
تيزي وزو;15
تيزي راشد;15
تيرمتين;15
تيقزيرت;15
إعكوران;15
يطافن;15
زكري;15
حمر العين;42
أغبال;42
عين تقورايت;42
بوهارون;42
بو اسماعيل;42
بني مليك;42
بورقيقة;42
الشعيبة;42
شرشال;42
الداموس;42
دواودة;42
فوكة;42
قوراية;42
حجرة النص;42
حجوط;42
حطاطبة;42
خميستي;42
القليعة;42
لارهاط;42
مناصر;42
مراد;42
مسلمون;42
الناظور;42
سيدي عمار;42
سيدي غيلاس;42
سيدي راشد;42
سيدي سميان;42
تيبازة;42
عين بوشقيف;14
عين الذهب;14
عين الحديد;14
عين كرمس;14
عين زاريت;14
بوقرة;14
شحيمة;14
دهموني;14
جيلالي بن عمار;14
جبيلة الرصفاء;14
الفايجة;14
فرندة;14
قرطوفة;14
حمادية;14
قصر الشلالة;14
مغيلة;14
المهدية;14
مدريسة;14
ملاكو;14
مادنة;14
مدروسة;14
مشرع الصفاء;14
الناظورة;14
النعيمة;14
وادي ليلي;14
الرحوية;14
الرشايقة;14
سيدي بختي;14
سبعين;14
سي عبد الغاني;14
سيدي حسني;14
سيدي علي ملال;14
سرغين;14
السوقر;14
سيدي عبد الرحمان;14
السبت;14
تيدة;14
تاقدمت;14
تاخمرت;14
توسنينة;14
تيارت;14
زمالة الأمير عبد القادر;14
عماري;38
برج بونعامة;38
بني شعيب;38
بوقايد;38
برج الأمير عبد القادر;38
بني لحسن;38
اليوسفية;38
خميستي;38
الأربعاء;38
لرجام;38
العيون;38
الأزهرية;38
المعاصم;38
الملعب;38
أولاد بسام;38
سيدي عابد;38
سيدي بوتشنت;38
سيدي العنتري;38
سيدي سليمان;38
تملاحت;38
ثنية الأحد;38
تيسمسيلت;38